"symbol","name","sector","industry","curr_close","prev_close","volume","change"
"CHOP","China Gerui Advanced Materials Group Limited","Capital Goods","Steel/Iron Ore","1.68","1.68",46100,0
"FLWS","1-800 FLOWERS.COM, Inc.","Consumer Services","Other Specialty Stores","5.71","5.93",255000,"3.70994940978077"
"FCTY","1st Century Bancshares, Inc","Finance","Major Banks","5.64","5.82",3900,"3.09278350515465"
"FCCY","1st Constitution Bancorp (NJ)","Finance","Savings Institutions","8.65","8.67",1000,"0.230680507497116"
"SRCE","1st Source Corporation","Finance","Major Banks","22.87","23.53",59700,"2.80492987675308"
"FUBC","1st United Bancorp, Inc. (FL)","Finance","Major Banks","6.19","6.63",104300,"6.6365007541478"
"VNET","21Vianet Group, Inc.","Technology","Computer Software: Programming, Data Processing","8.84","9.04",65000,"2.21238938053097"
"SSRX","3SBio Inc.","Consumer Durables","Major Pharmaceuticals","16.47","16.51",150500,"0.242277407631752"
"JOBS","51job, Inc.","Technology","Diversified Commercial Services","57.45","57.6",87100,"0.260416666666663"
"EGHT","8x8 Inc","Public Utilities","Telecommunications Equipment","7.07","7.23",652300,"2.21300138312587"
"AVHI","A V Homes, Inc.","Capital Goods","Homebuilding","12.09","12.91",49300,"6.35166537567777"
"SHLM","A. Schulman, Inc.","Basic Industries","Major Chemicals","26.02","25.97",331100,"-0.192529842125522"
"AAON","AAON, Inc.","Capital Goods","Industrial Machinery/Components","27.29","28.41",97900,"3.94227384723689"
"ASTM","Aastrom Biosciences, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","0.52","0.6",799700,"13.3333333333333"
"ABAX","ABAXIS, Inc.","Capital Goods","Industrial Machinery/Components","42.08","42.69",205900,"1.42890606699461"
"ABMD","ABIOMED, Inc.","Health Care","Medical/Dental Instruments","18.71","18.47",629600,"-1.29940443963186"
"AXAS","Abraxas Petroleum Corporation","Energy","Oil & Gas Production","2.14","2.24",594800,"4.46428571428572"
"ACTG","Acacia Research Corporation","Misc","Multi-Sector Companies","23.55","23.82",1075200,"1.13350125944585"
"ACHC","Acadia Healthcare Company, Inc.","Health Care","Medical Specialities","31.05","31.55",370700,"1.58478605388273"
"ACAD","ACADIA Pharmaceuticals Inc.","Consumer Durables","Major Pharmaceuticals","12.02","12.89",3774600,"6.74941815360746"
"ACST","Acasti Pharma, Inc.","Consumer Durables","Major Pharmaceuticals","2.37","2.36",6200,"-0.423728813559321"
"AXDX","Accelerate Diagnostics, Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments","6.35","6.32",17000,"-0.474683544303778"
"ACCL","Accelrys, Inc.","Technology","Computer Software: Prepackaged Software","7.98","9.85",1290200,"18.9847715736041"
"ANCX","Access National Corporation","Finance","Savings Institutions","12.31","12.57",64300,"2.0684168655529"
"ARAY","Accuray Incorporated","Health Care","Medical/Dental Instruments","4.23","4.4",586800,"3.86363636363636"
"ACRX","AcelRx Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","5.55","5.86",265400,"5.29010238907851"
"ACET","Aceto Corporation","Consumer Durables","Specialty Chemicals","10.03","10.4",138000,"3.55769230769232"
"ACHN","Achillion Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","7.08","7.54",1367000,"6.10079575596817"
"ACIW","ACI Worldwide, Inc.","Technology","Computer Software: Prepackaged Software","46.23","47.01",336300,"1.65922144224633"
"ACNB","ACNB Corporation","Finance","Major Banks","16.39","16.5",7400,"0.66666666666666"
"ACOR","Acorda Therapeutics, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","38.27","39.57",715600,"3.28531715946423"
"ACFN","Acorn Energy, Inc.","Consumer Services","Military/Government/Technical","7.01","7.5",99200,"6.53333333333333"
"ACTS","Actions Semiconductor Co., Ltd.","Technology","Semiconductors","3.3","3.37",100200,"2.07715133531158"
"ACPW","Active Power, Inc.","Public Utilities","Electric Utilities: Central","4.32","4.57",82900,"5.47045951859956"
"ATVI","Activision Blizzard, Inc","Technology","Computer Software: Prepackaged Software","14.74","14.96",4524900,"1.47058823529412"
"BIRT","Actuate Corporation","Technology","Computer Software: Prepackaged Software","6.04","6.14",510200,"1.628664495114"
"ACUR","Acura Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","2.38","2.45",500700,"2.85714285714287"
"ACXM","Acxiom Corporation","Technology","EDP Services","19.27","19.89",524200,"3.11714429361488"
"ADES","ADA-ES, Inc.","Basic Industries","Major Chemicals","25.93","27.61",58000,"6.08475190148496"
"ADUS","Addus HomeCare Corporation","Health Care","Medical/Nursing Services","12.42","11.84",73300,"-4.89864864864864"
"AEY","ADDvantage Technologies Group, Inc.","Consumer Services","Office Equipment/Supplies/Services","2.29","2.36",200,"2.96610169491525"
"ADEP","Adept Technology, Inc.","Technology","Industrial Machinery/Components","3.08","3.21",45200,"4.04984423676012"
"ADBE","Adobe Systems Incorporated","Technology","Computer Software: Prepackaged Software","44.71","45.08",3817600,"0.820763087843823"
"ADTN","ADTRAN, Inc.","Public Utilities","Telecommunications Equipment","20.43",21,1212200,"2.71428571428571"
"AEIS","Advanced Energy Industries, Inc.","Capital Goods","Industrial Machinery/Components","16.97","16.98",510500,"0.0588928150765722"
"ADVS","Advent Software, Inc.","Technology","EDP Services","28.24","29.04",223600,"2.75482093663912"
"AEGR","Aegerion Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","43.65","42.04",1055600,"-3.82968601332065"
"AEGN","Aegion Corp","Basic Industries","Water Supply","20.33","21.06",331200,"3.46628679962013"
"AEHR","Aehr Test Systems","Capital Goods","Electrical Products","0.91","0.97",6600,"6.18556701030927"
"AEPI","AEP Industries Inc.","Capital Goods","Specialty Chemicals","76.7","77.1",35900,"0.518806744487665"
"AVAV","AeroVironment, Inc.","Capital Goods","Aerospace","19.31","19.36",182000,"0.258264462809921"
"AEZS","AEterna Zentaris Inc.","Consumer Durables","Major Pharmaceuticals","1.79","1.82",225900,"1.64835164835165"
"ATRM","Aetrium Incorporated","Capital Goods","Electrical Products","0.71","0.78",18900,"8.97435897435899"
"AFCE","AFC Enterprises, Inc.","Consumer Services","Restaurants","31.3","31.88",388500,"1.81932245922207"
"AFFY","Affymax, Inc.","Consumer Durables","Major Pharmaceuticals","0.82","0.9",1805100,"8.8888888888889"
"AFFX","Affymetrix, Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments","3.3","3.64",1341100,"9.34065934065935"
"AGEN","Agenus Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","4.78","4.86",1144400,"1.64609053497943"
"AGYS","Agilysys, Inc.","Technology","EDP Services","10.83","11.68",63200,"7.27739726027397"
"AIRM","Air Methods Corporation","Transport","Transport Services","35.63","36.59",754300,"2.62366766876196"
"AIRT","Air T, Inc.","Transport","Air Freight/Delivery Services","9.49","9.19",2500,"-3.26441784548424"
"ATSG","Air Transport Services Group, Inc","Transport","Air Freight/Delivery Services","5.44","5.77",280400,"5.71923743500865"
"AMCN","AirMedia Group Inc","Technology","Advertising","1.7","1.65",5500,"-3.03030303030303"
"AIXG","Aixtron SE","Technology","Industrial Machinery/Components","14.18","14.36",49000,"1.25348189415042"
"AKAM","Akamai Technologies, Inc.","Misc","Business Services","43.64","43.91",2015600,"0.614894101571384"
"AKRX","Akorn, Inc.","Consumer Durables","Major Pharmaceuticals","14.69","15.05",681600,"2.3920265780731"
"ALSK","Alaska Communications Systems Group, Inc.","Public Utilities","Telecommunications Equipment","1.64","1.62",216000,"-1.23456790123455"
"AMRI","Albany Molecular Research, Inc.","Health Care","Biotechnology: Commercial Physical & Biological Resarch","11.18","11.93",586100,"6.28667225481978"
"ALCS","ALCO Stores, Inc.","Consumer Services","Department/Specialty Retail Stores","7.82","7.13",2400,"-9.67741935483872"
"ALXN","Alexion Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","96.67",98,1237600,"1.35714285714286"
"ALXA","Alexza Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","4.33","4.29",40200,"-0.932400932400923"
"ALCO","Alico, Inc.","Consumer Non-Durables","Farming/Seeds/Milling",42,"41.81",38300,"-0.454436737622577"
"ALGN","Align Technology, Inc.","Health Care","Industrial Specialties","32.65","33.12",1651200,"1.41908212560387"
"ALIM","Alimera Sciences, Inc.","Consumer Durables","Major Pharmaceuticals","2.97","2.92",20400,"-1.71232876712331"
"ALKS","Alkermes plc","Consumer Durables","Major Pharmaceuticals","29.49","30.61",2571300,"3.65893498856583"
"ALGT","Allegiant Travel Company","Transport","Air Freight/Delivery Services","87.78","89.9",86600,"2.35817575083427"
"ALLB","Alliance Bancorp, Inc. of Pennsylvania","Finance","Savings Institutions","13.51","13.59",1000,"0.588668138337012"
"AFOP","Alliance Fiber Optic Products, Inc.","Technology","Semiconductors","16.27","16.48",38100,"1.2742718446602"
"AIQ","Alliance HealthCare Services, Inc.","Health Care","Medical Specialities","13.23","12.75",88200,"-3.76470588235294"
"AHGP","Alliance Holdings GP, L.P.","Energy","Coal Mining","60.2","62.16",230100,"3.15315315315314"
"ARLP","Alliance Resource Partners, L.P.","Energy","Coal Mining","74.69","74.43",180100,"-0.349321510143752"
"AHPI","Allied Healthcare Products, Inc.","Health Care","Industrial Specialties","2.74","2.72",100,"-0.735294117647056"
"AMOT","Allied Motion Technologies, Inc.","Capital Goods","Electrical Products","7.06","7.14",1700,"1.1204481792717"
"ALLT","Allot Communications Ltd.","Technology","Computer Communications Equipment","11.11","11.32",387000,"1.85512367491166"
"MDRX","Allscripts Healthcare Solutions, Inc.","Technology","EDP Services","13.82","13.84",1275800,"0.144508670520227"
"AFAM","Almost Family Inc","Health Care","Medical/Nursing Services","19.41","19.74",49400,"1.67173252279634"
"ALNY","Alnylam Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","22.82","23.95",561300,"4.71816283924843"
"AOSL","Alpha and Omega Semiconductor Limited","Technology","Semiconductors","7.18","7.24",221800,"0.828729281767959"
"ATEC","Alphatec Holdings, Inc.","Health Care","Medical/Dental Instruments","1.79","1.89",346700,"5.29100529100528"
"ALTI","Altair Nanotechnologies Inc.","Basic Industries","Major Chemicals","2.35","2.26",400,"-3.98230088495577"
"ALTR","Altera Corporation","Technology","Semiconductors","31.91","32.01",2717000,"0.312402374258036"
"ASPS","Altisource Portfolio Solutions S.A.","Consumer Services","Other Consumer Services","81.74","82.54",330100,"0.969227041434473"
"APSA","Alto Palermo S.A.","Consumer Services","Building operators","14.47","14.4",300,"-0.48611111111112"
"AIMC","Altra Holdings, Inc.","Capital Goods","Industrial Machinery/Components","26.09","26.65",201400,"2.10131332082552"
"ALVR","Alvarion Ltd.","Public Utilities","Telecommunications Equipment","2.92","2.96",6100,"1.35135135135135"
"AMAG","AMAG Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","21.66","22.05",244200,"1.7687074829932"
"AMRN","Amarin Corporation PLC","Consumer Durables","Major Pharmaceuticals","7.2","7.41",3635700,"2.834008097166"
"AMZN","Amazon.com, Inc.","Consumer Services","Catalog/Specialty Distribution","248.23","253.81",4391400,"2.19849493715772"
"AMBA","Ambarella, Inc.","Technology","Semiconductors","13.44","13.7",602400,"1.8978102189781"
"EPAX","Ambassadors Group, Inc.","Consumer Services","Other Consumer Services","3.29","3.35",28200,"1.7910447761194"
"AMBT","Ambient Corporation","Public Utilities","Telecommunications Equipment","1.98","1.99",8500,"0.502512562814073"
"AMCX","AMC Networks Inc.","Consumer Services","Television Services","63.17","63.01",573000,"-0.253927947944788"
"AMED","Amedisys Inc","Health Care","Medical/Nursing Services","9.91","10.04",514900,"1.29482071713146"
"UHAL","Amerco","Consumer Services","Rental/Leasing Companies","151.37","160.7",57300,"5.80584940883633"
"ASBI","Ameriana Bancorp","Finance","Savings Institutions","9.08","9.23",1000,"1.62513542795233"
"ATAX","America First Tax Exempt Investors, L.P.","Finance","Finance: Consumer Services","7.11","7.15",70100,"0.55944055944056"
"AMOV","America Movil, S.A.B. de C.V.","Public Utilities","Telecommunications Equipment","20.76","21.42",23700,"3.0812324929972"
"CRMT","America's Car-Mart, Inc.","Consumer Durables","Automotive Aftermarket","44.52","46.27",37300,"3.7821482602118"
"AGNC","American Capital Agency Corp.","Consumer Services","Real Estate Investment Trusts","33.02","33.31",3988700,"0.870609426598612"
"MTGE","American Capital Mortgage Investment Corp.","Consumer Services","Real Estate Investment Trusts","26.16","26.56",941600,"1.50602409638554"
"ACAS","American Capital, Ltd.","Finance","Asset management","14.13","15.13",8108400,"6.60938532716457"
"ANCI","American Caresource Holdings Inc","Health Care","Hospital/Nursing Management","1.93","1.94",700,"0.515463917525771"
"AETI","American Electric Technologies, Inc.","Energy","Industrial Machinery/Components","5.49","5.49",13000,0
"AMIC","American Independence Corp.","Finance","Accident &Health Insurance","7.9","7.95",6700,"0.628930817610063"
"AMNB","American National Bankshares, Inc.","Finance","Major Banks","20.22","21.73",21200,"6.94891854578924"
"ANAT","American National Insurance Company","Finance","Life Insurance","94.93","94.03",33500,"-0.957141337870904"
"APFC","American Pacific Corporation","Basic Industries","Major Chemicals","23.74","24.51",15200,"3.14157486740108"
"APEI","American Public Education, Inc.","Consumer Services","Other Consumer Services","32.36","33.53",156300,"3.48941246644796"
"ARII","American Railcar Industries, Inc.","Capital Goods","Railroads","33.74","35.71",438700,"5.51666199943993"
"ARCP","American Realty Capital Properties, Inc.","Consumer Services","Real Estate Investment Trusts","16.22","16.44",3258800,"1.33819951338201"
"AMRB","American River Bankshares","Finance","Major Banks",8,"7.9",17400,"-1.26582278481011"
"ASEI","American Science and Engineering, Inc.","Health Care","Medical Electronics","61.99","64.48",65500,"3.86166253101737"
"AMSWA","American Software, Inc.","Technology","Computer Software: Prepackaged Software",8,"8.31",82200,"3.73044524669074"
"AMSC","American Superconductor Corporation","Consumer Durables","Metal Fabrications","2.35","2.51",391100,"6.37450199203186"
"AMWD","American Woodmark Corporation","Basic Industries","Forest Products","32.82","33.65",153000,"2.46656760772659"
"ABCB","Ameris Bancorp","Finance","Major Banks","13.32","13.87",119200,"3.96539293439077"
"AMSF","AMERISAFE, Inc.","Finance","Property-Casualty Insurers","31.59","32.66",120100,"3.27617881200244"
"ASRV","AmeriServ Financial Inc.","Finance","Major Banks","3.1","3.02",162000,"-2.64900662251655"
"ASCA","Ameristar Casinos, Inc.","Consumer Services","Hotels/Resorts","26.33","26.39",302400,"0.227358848048509"
"ATLO","Ames National Corporation","Finance","Major Banks","18.61","19.65",29900,"5.29262086513994"
"AMGN","Amgen Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","104.54","104.21",3744500,"-0.316668266001363"
"FOLD","Amicus Therapeutics, Inc.","Consumer Durables","Major Pharmaceuticals","3.13","3.25",311400,"3.69230769230769"
"AMKR","Amkor Technology, Inc.","Technology","Semiconductors","4.17","4.24",1189100,"1.65094339622642"
"AMPE","Ampio Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","4.77","5.04",428900,"5.35714285714287"
"AMSG","Amsurg Corp.","Health Care","Medical/Nursing Services","32.72","33.56",223300,"2.50297973778308"
"ASYS","Amtech Systems, Inc.","Technology","Industrial Machinery/Components","3.69","3.74",22600,"1.33689839572193"
"AFSI","AmTrust Financial Services, Inc.","Finance","Property-Casualty Insurers","32.11","31.66",1064500,"-1.42135186355021"
"AMRS","Amyris, Inc.","Basic Industries","Major Chemicals","2.61","2.72",374600,"4.04411764705883"
"ANAC","Anacor Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","6.52","6.7",538200,"2.68656716417911"
"ANAD","ANADIGICS, Inc.","Technology","Semiconductors","2.05","2.1",800200,"2.38095238095239"
"ADI","Analog Devices, Inc.","Technology","Semiconductors","43.88","43.99",1876200,"0.250056831097978"
"ALOG","Analogic Corporation","Capital Goods","Electrical Products","76.61","79.48",54100,"3.610971313538"
"ANLY","Analysts International Corporation","Technology","EDP Services","3.59","3.55",17800,"-1.12676056338028"
"ANEN","Anaren, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","23.3","23.41",98900,"0.469884664673215"
"ANCB","Anchor Bancorp","Finance","Banks","14.41","14.58",1900,"1.16598079561042"
"AMCF","Andatee China Marine Fuel Services Corporation","Energy","Oil Refining/Marketing","0.72","0.8",400,10
"ANDA","Andina Acquisition Corporation","Finance","Business Services","9.99","9.92",1000,"-0.705645161290325"
"ANGI","Angie&#39;s List, Inc.","Consumer Services","Advertising","22.77","24.24",5341200,"6.06435643564356"
"ANGO","AngioDynamics, Inc.","Health Care","Medical/Dental Instruments","10.11","10.13",275300,"0.197433366238908"
"ANIK","Anika Therapeutics Inc.","Health Care","Medical/Dental Instruments","12.99","13.35",114800,"2.69662921348314"
"ANSS","ANSYS, Inc.","Technology","Computer Software: Prepackaged Software","79.95","80.86",488200,"1.12540192926045"
"ATRS","Antares Pharma, Inc.","Health Care","Medical/Dental Instruments","3.65","3.79",1094900,"3.69393139841689"
"ANTH","Anthera Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","0.55","0.55",635700,0
"APAGF","Apco Oil and Gas International Inc.","Energy","Oil & Gas Production","9.55","10.11",40400,"5.53907022749751"
"ATNY","API Technologies Corp.","Technology","Semiconductors","2.57","2.76",118100,"6.88405797101449"
"APOG","Apogee Enterprises, Inc.","Capital Goods","Auto Parts:O.E.M.","24.96","25.48",750800,"2.04081632653061"
"APOL","Apollo Group, Inc.","Consumer Services","Other Consumer Services","17.7","18.37",1929000,"3.64725095264018"
"AINV","Apollo Investment Corporation","Finance","Asset management","8.6","8.81",1948800,"2.38365493757096"
"AAPL","Apple Inc.","Technology","Computer Manufacturing","439.29","442.78",18103900,"0.78820181580016"
"ARCI","Appliance Recycling Centers of America, Inc.","Consumer Services","Home Furnishings","1.46","1.48",500,"1.35135135135135"
"AMAT","Applied Materials, Inc.","Technology","Semiconductors","14.47","14.51",13788200,"0.275671950379042"
"AMCC","Applied Micro Circuits Corporation","Technology","Semiconductors","7.27","7.46",523700,"2.54691689008043"
"AREX","Approach Resources Inc.","Energy","Oil & Gas Production","23.69","23.72",1370500,"0.1264755480607"
"APRI","Apricus Biosciences, Inc","Consumer Durables","Major Pharmaceuticals","2.58","2.69",86600,"4.08921933085501"
"ARCW","ARC Group Worldwide, Inc.","Consumer Services","Telecommunications Equipment","5.04","5.06",600,"0.395256916996034"
"ABIO","ARCA biopharma, Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","2.29","2.38",26200,"3.78151260504201"
"ACGL","Arch Capital Group Ltd.","Finance","Property-Casualty Insurers","52.83","53.06",519200,"0.433471541650965"
"ACAT","Arctic Cat Inc.","Capital Goods","Industrial Specialties","44.16","44.99",210700,"1.84485441209159"
"ARDNA","Arden Group, Inc.","Consumer Services","Food Chains","93.16","98.9",3600,"5.80384226491406"
"ARNA","Arena Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","8.23","8.24",5972400,"0.121359223300965"
"ARCC","Ares Capital Corporation","Finance","Asset management","17.9","18.16",2375400,"1.43171806167401"
"ARIA","ARIAD Pharmaceuticals, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","17.11","17.87",1972000,"4.25293788472301"
"ARKR","Ark Restaurants Corp.","Consumer Services","Restaurants","21.53","21.78",8900,"1.14784205693297"
"ABFS","Arkansas Best Corporation","Transport","Trucking Freight/Courier Services","9.73","10.51",812300,"7.42150333016175"
"ARMH","ARM Holdings plc","Technology","Semiconductors","47.54","46.75",2849500,"-1.68983957219251"
"ARTX","Arotech Corporation","Energy","Industrial Machinery/Components","1.1","1.05",16500,"-4.76190476190477"
"ARQL","ArQule, Inc.","Consumer Durables","Major Pharmaceuticals","2.8","2.95",421700,"5.08474576271187"
"ARRY","Array BioPharma Inc.","Consumer Durables","Major Pharmaceuticals","5.68","5.95",1418500,"4.53781512605043"
"ARRS","ARRIS Group, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","16.08","16.51",2057800,"2.60448213204121"
"AROW","Arrow Financial Corporation","Finance","Major Banks","23.46","24.19",65300,"3.01777594047127"
"ARWR","Arrowhead Research Corporation","Health Care","Biotechnology: Commercial Physical & Biological Resarch","2.08","2.06",104300,"-0.970873786407767"
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","Capital Goods","Industrial Machinery/Components","5.86","6.17",4800,"5.02431118314424"
"ARTNA","Artesian Resources Corporation","Public Utilities","Water Supply","22.69","23.57",35300,"3.73355960967331"
"ARTC","ArthroCare Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","33.03","34.65",158200,"4.67532467532467"
"ARUN","Aruba Networks, Inc.","Technology","Computer peripheral equipment","21.39","22.49",2364800,"4.89106269453089"
"ASBB","ASB Bancorp, Inc.","Finance","Savings Institutions","15.99","16.05",400,"0.373831775700939"
"ASNA","Ascena Retail Group, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","18.17","18.5",860000,"1.78378378378378"
"ASCMA","Ascent Capital Group, Inc.","Consumer Services","Other Consumer Services","65.64","66.49",92300,"1.2783877274778"
"ASTI","Ascent Solar Technologies, Inc.","Technology","Semiconductors","0.65","0.63",66800,"-3.17460317460319"
"AERL","Asia Entertainment & Resources Ltd","Consumer Services","Services-Misc. Amusement & Recreation","4.4","4.44",233000,"0.900900900900903"
"APWC","Asia Pacific Wire & Cable Corporation Limited","Basic Industries","Telecommunications Equipment","3.99","3.9",30800,"-2.30769230769232"
"ASIA","AsiaInfo-Linkage, Inc.","Technology","Computer Software: Prepackaged Software","11.39","11.48",46100,"0.783972125435539"
"ASMI","ASM International N.V.","Technology","Industrial Machinery/Components","33.21","33.48",1900,"0.806451612903214"
"ASML","ASML Holding N.V.","Technology","Industrial Machinery/Components","74.02","74.37",1569600,"0.47061987360496"
"AZPN","Aspen Technology, Inc.","Technology","EDP Services","28.16","30.48",3368400,"7.61154855643045"
"AACC","Asset Acceptance Capital Corp.","Finance","Finance Companies","6.45","6.47",1264200,"0.309119010819159"
"ASBC","Associated Banc-Corp","Finance","Major Banks","13.91","14.27",829600,"2.52277505255781"
"ASFI","Asta Funding, Inc.","Finance","Finance Companies","8.91","9.39",34600,"5.11182108626198"
"ATEA","Astea International, Inc.","Technology","Computer Software: Prepackaged Software","3.26","3.25",100,"-0.307692307692298"
"ASTE","Astec Industries, Inc.","Capital Goods","Construction/Ag Equipment/Trucks","31.6","32.83",167000,"3.74657325616813"
"ASTX","Astex Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","6.01","6.88",3840800,"12.6453488372093"
"ALOT","Astro-Med, Inc.","Technology","Computer peripheral equipment","10.14","9.86",7600,"-2.8397565922921"
"ATRO","Astronics Corporation","Capital Goods","Military/Government/Technical","27.96","27.8",77600,"-0.575539568345329"
"ASTC","Astrotech Corporation","Capital Goods","Military/Government/Technical","0.8","0.79",3300,"-1.26582278481013"
"ASUR","Asure Software Inc","Technology","EDP Services","5.21","5.23",16500,"0.382409177820275"
"ATAI","ATA Inc.","Consumer Services","Other Consumer Services","3.96","3.95",1400,"-0.253164556962027"
"ATHN","athenahealth, Inc.","Misc","Business Services","96.01","96.26",377900,"0.259713276542695"
"AFCB","Athens Bancshares Corporation","Finance","Savings Institutions","18.18","18.6",2600,"2.25806451612904"
"ATHX","Athersys, Inc.","Consumer Durables","Major Pharmaceuticals","2.14","2.22",784500,"3.60360360360361"
"AAME","Atlantic American Corporation","Finance","Life Insurance","3.4","3.57",27600,"4.76190476190476"
"ACFC","Atlantic Coast Federal Corporation","Finance","Savings Institutions","4.93","4.99",6500,"1.20240480961925"
"ATNI","Atlantic Tele-Network, Inc.","Public Utilities","Telecommunications Equipment","49.63","50.77",71300,"2.24542052393145"
"ATLC","Atlanticus Holdings Corporation","Finance","Finance: Consumer Services","3.93","3.7",4800,"-6.21621621621622"
"AAWW","Atlas Air Worldwide Holdings","Transport","Transport Services","37.5","37.4",550800,"-0.267379679144386"
"AFH","Atlas Financial Holdings, Inc.","Finance","Property-Casualty Insurers","7.36","7.3",55000,"-0.821917808219186"
"ATML","Atmel Corporation","Technology","Semiconductors","6.28","6.47",10717900,"2.93663060278206"
"ATMI","ATMI Inc.","Basic Industries","Major Chemicals","21.25","21.75",220800,"2.29885057471264"
"ATOS","Atossa Genetics Inc.","Health Care","Medical/Dental Instruments","6.94","6.68",102200,"-3.89221556886228"
"ATRC","AtriCure, Inc.","Health Care","Medical/Dental Instruments","7.75","8.34",80200,"7.07434052757794"
"ATRI","ATRION Corporation","Health Care","Medical/Dental Instruments","189.9","200.39",5900,"5.23479215529716"
"ATTU","Attunity Ltd.","Technology","Computer Software: Prepackaged Software","5.14","5.5",110000,"6.54545454545455"
"AUBN","Auburn National Bancorporation, Inc.","Finance","Major Banks","22.33","21.75",700,"-2.66666666666666"
"ADNC","Audience, Inc.","Technology","Semiconductors","15.1","14.79",244600,"-2.09601081812036"
"AUDC","AudioCodes Ltd.","Public Utilities","Telecommunications Equipment","3.88","3.94",31500,"1.52284263959391"
"ADAT","Authentidate Holding Corp.","Technology","EDP Services","1.12","1.26",110900,"11.1111111111111"
"ABTL","Autobytel Inc.","Technology","Computer Software: Programming, Data Processing","4.41","4.39",17400,"-0.455580865603644"
"ADSK","Autodesk, Inc.","Technology","Computer Software: Prepackaged Software","38.19","39.38",2902400,"3.02183849669885"
"ADP","Automatic Data Processing, Inc.","Technology","EDP Services","66.82","67.34",1541200,"0.772200772200793"
"AMAP","AutoNavi Holdings Limited","Technology","Computer Software: Prepackaged Software","11.41","10.95",317200,"-4.20091324200913"
"AUXL","Auxilium Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","14.37","14.93",1803100,"3.75083724045546"
"AVGO","Avago Technologies Limited","Technology","Semiconductors","31.32","31.96",3706800,"2.00250312891114"
"AVNR","Avanir Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","3.1","3.19",1514900,"2.82131661442006"
"AVEO","AVEO Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","5.26","5.11",8579200,"-2.9354207436399"
"AVNW","Aviat Networks, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","2.97","3.2",425200,"7.1875"
"AVID","Avid Technology, Inc.","Misc","Industrial Machinery/Components","6.49","6.59",120900,"1.51745068285281"
"CAR","Avis Budget Group, Inc.","Consumer Services","Rental/Leasing Companies","28.44","28.84",2458200,"1.3869625520111"
"AWRE","Aware, Inc.","Technology","Semiconductors","4.65","4.83",113700,"3.72670807453416"
"ACLS","Axcelis Technologies, Inc.","Technology","Industrial Machinery/Components","1.22","1.3",719200,"6.15384615384615"
"AXTI","AXT Inc","Technology","Semiconductors","2.75","2.87",257600,"4.18118466898955"
"BCOM","B Communications Ltd.","Consumer Services","Telecommunications Equipment","6.91","7.27",500,"4.95185694635487"
"BOSC","B.O.S. Better Online Solutions","Technology","Computer Communications Equipment","3.33","3.27",12100,"-1.83486238532111"
"BEAV","B/E Aerospace, Inc.","Consumer Durables","Industrial Specialties","62.44","62.74",1176200,"0.478163850812885"
"BIDU","Baidu, Inc.","Technology","Computer Software: Programming, Data Processing","84.86","85.85",2757200,"1.1531741409435"
"BCPC","Balchem Corporation","Basic Industries","Major Chemicals","41.7","43.34",114400,"3.78403322565759"
"BWINA","Baldwin & Lyons, Inc.","Finance","Property-Casualty Insurers","23.04","23.5",400,"1.95744680851064"
"BWINB","Baldwin & Lyons, Inc.","Finance","Property-Casualty Insurers","23.26","24.3",26300,"4.2798353909465"
"BLDP","Ballard Power Systems, Inc.","Energy","Industrial Machinery/Components","0.92","0.93",353800,"1.0752688172043"
"BANF","BancFirst Corporation","Finance","Major Banks","40.17","41.84",22900,"3.99139579349905"
