"symbol","name","sector","industry","curr_close","prev_close","volume","change"
"CENTA","Central Garden & Pet Company","Consumer Durables","Consumer Specialties","8.55","8.8",243800,"2.84090909090909"
"CENT","Central Garden & Pet Company","Consumer Durables","Consumer Specialties","8.79","8.75",89200,"-0.457142857142845"
"CVCY","Central Valley Community Bancorp","Finance","Major Banks","8.02","8.05",10300,"0.372670807453435"
"CENX","Century Aluminum Company","Basic Industries","Aluminum","8.04","8.16",1719000,"1.47058823529413"
"CNBKA","Century Bancorp, Inc.","Finance","Major Banks","31.41","33.98",11500,"7.56327251324308"
"CNTY","Century Casinos, Inc.","Consumer Services","Hotels/Resorts","2.9","2.92",11000,"0.684931506849318"
"CPHD","CEPHEID","Capital Goods","Biotechnology: Laboratory Analytical Instruments","37.01","38.13",711200,"2.93731969577762"
"CRNT","Ceragon Networks Ltd.","Technology","Radio And Television Broadcasting And Communications Equipment","3.75","3.81",20500,"1.5748031496063"
"CERE","Ceres, Inc.","Consumer Non-Durables","Farming/Seeds/Milling","2.18","2.35",57500,"7.23404255319149"
"CERN","Cerner Corporation","Technology","EDP Services","95.67","96.77",765300,"1.13671592435671"
"CERS","Cerus Corporation","Health Care","Medical/Dental Instruments","4.82","5.32",1574000,"9.39849624060151"
"CEVA","CEVA, Inc.","Technology","Semiconductors","14.88","15.26",119100,"2.49017038007863"
"CITZ","CFS Bancorp, Inc.","Finance","Savings Institutions","9.12","9.23",1000,"1.19176598049838"
"CYOU","Changyou.com Limited","Technology","Computer Software: Prepackaged Software","29.06",29,113000,"-0.206896551724123"
"HOTR","Chanticleer Holdings, Inc.","Consumer Services","Professional Services","2.4","2.45",12200,"2.04081632653063"
"CTHR","Charles & Colvard Ltd","Consumer Durables","Consumer Specialties","3.88","3.89",17000,"0.257069408740362"
"GTLS","Chart Industries, Inc.","Capital Goods","Metal Fabrications","83.32","84.81",736400,"1.75686829383328"
"CHTR","Charter Communications, Inc.","Consumer Services","Television Services","101.17","100.74",614400,"-0.426841373833642"
"CHFN","Charter Financial Corp.","Finance","Savings Institutions","10.05","10.17",101500,"1.17994100294985"
"CHKP","Check Point Software Technologies Ltd.","Technology","Computer Software: Prepackaged Software","46.55","46.62",1675300,"0.150150150150152"
"CHTP","Chelsea Therapeutics International, Ltd.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","1.89","1.94",289600,"2.57731958762887"
"CHFC","Chemical Financial Corporation","Finance","Major Banks","23.86","24.8",111100,"3.79032258064517"
"CCXI","ChemoCentryx, Inc.","Consumer Durables","Major Pharmaceuticals","11.49","12.43",115400,"7.56234915526951"
"CHMG","Chemung Financial Corp","Finance","Major Banks","33.23","33.4",5900,"0.508982035928152"
"CHKE","Cherokee Inc.","Consumer Non-Durables","Apparel","12.86","13.03",127000,"1.30468150422103"
"CHEV","Cheviot Financial Corp","Finance","Savings Institutions","11.42","11.5",11500,"0.695652173913042"
"CBNK","Chicopee Bancorp, Inc.","Finance","Banks","17.4","17.26",1800,"-0.811123986094997"
"CMRX","Chimerix, Inc.","Consumer Durables","Major Pharmaceuticals","20.45","19.93",71800,"-2.60913196186654"
"CADC","China Advanced Construction Materials Group, Inc.","Basic Industries","Engineering & Construction","0.29","0.3",38800,"3.33333333333333"
"CALI","China Auto Logistics Inc.","Consumer Services","Motor Vehicles","2.95","2.91",20500,"-1.37457044673539"
"CAAS","China Automotive Systems, Inc.","Capital Goods","Auto Parts:O.E.M.","4.83","4.54",149900,"-6.38766519823788"
"CBAK","China BAK Battery, Inc.","Energy","Industrial Machinery/Components","0.77","0.65",56800,"-18.4615384615385"
"CBPO","China Biologic Products, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","25.58","25.44",17300,"-0.550314465408785"
"CCCL","China Ceramics Co., Ltd.","Capital Goods","Building Materials","2.11","2.14",23600,"1.40186915887852"
"JRJC","China Finance Online Co. Limited","Misc","Business Services","1.35","1.36",2200,"0.735294117647056"
"HGSH","China HGS Real Estate, Inc.","Finance","Real Estate","11.58","10.9",82200,"-6.23853211009173"
"CHLN","China Housing & Land Development, Inc.","Basic Industries","Homebuilding","1.75","1.78",73500,"1.68539325842697"
"CNIT","China Information Technology, Inc.","Technology","Computer Software: Prepackaged Software","1.58","1.33",410200,"-18.796992481203"
"CJJD","China Jo-Jo Drugstores, Inc.","Health Care","Medical/Nursing Services","0.66","0.66",4000,0
"HTHT","China Lodging Group, Limited","Consumer Services","Hotels/Resorts","14.82","15.24",172100,"2.75590551181102"
"CMGE","China Mobile Games and Entertainment Group Limited","Technology","Computer Software: Prepackaged Software","12.03","11.39",52200,"-5.61896400351185"
"CPSL","China Precision Steel, Inc.","Basic Industries","Steel/Iron Ore","1.37","1.36",3700,"-0.735294117647056"
"CREG","China Recycling Energy Corporation","Misc","Business Services","1.02","1.05",23000,"2.85714285714286"
"CPGI","China Shengda Packaging Group, Inc.","Consumer Durables","Containers/Packaging","1.17","1.22",2800,"4.09836065573771"
"CSUN","China Sunergy Co., Ltd.","Technology","Semiconductors","1.49","1.55",14800,"3.87096774193548"
"CNTF","China TechFaith Wireless Communication Technology Limited","Misc","Business Services","0.98","0.95",10100,"-3.15789473684212"
"CXDC","China XD Plastics Company Limited","Capital Goods","Containers/Packaging","3.98","3.99",10200,"0.250626566416046"
"CNYD","China Yida Holding, Co.","Consumer Services","Advertising","4.18",4,400,"-4.49999999999999"
"CCIH","ChinaCache International Holdings Ltd.","Technology","EDP Services","3.83","3.82",19200,"-0.26178010471205"
"CEDU","ChinaEdu Corporation","Consumer Services","Other Consumer Services","6.13","6.14",4400,"0.162866449511401"
"CNET","ChinaNet Online Holdings, Inc.","Technology","Advertising","0.75","0.77",15700,"2.5974025974026"
"CHDX","Chindex International, Inc.","Health Care","Medical Specialities","12.85","13.7",36800,"6.20437956204379"
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","Technology","Semiconductors","14.51","14.73",142100,"1.49355057705364"
"CHSCP","CHS Inc","Consumer Services","Farming/Seeds/Milling","32.06","32.4",11100,"1.04938271604937"
"CHDN","Churchill Downs, Incorporated","Consumer Services","Services-Misc. Amusement & Recreation","75.5","76.46",76800,"1.25555846194088"
"CHUY","Chuy&#39;s Holdings, Inc.","Consumer Services","Restaurants","32.28","32.7",176400,"1.28440366972478"
"CHYR","Chyron Corporation","Misc","Industrial Machinery/Components","1.22","1.25",3700,"2.4"
"CIEN","CIENA Corporation","Public Utilities","Telecommunications Equipment","14.34","14.96",3817400,"4.14438502673797"
"CIFC","CIFC Corp.","Finance","Finance: Consumer Services","7.4","7.83",21600,"5.49169859514687"
"CIMT","Cimatron, Limited","Technology","EDP Services","7.46","7.79",508500,"4.23620025673941"
"CINF","Cincinnati Financial Corporation","Finance","Property-Casualty Insurers","48.35","48.91",464500,"1.14496013085258"
"CIDM","Cinedigm Digital Cinema Corp","Misc","Business Services","1.46","1.47",26200,"0.680272108843538"
"CTAS","Cintas Corporation","Consumer Non-Durables","Apparel","44.22","44.87",455900,"1.44862937374638"
"CRUS","Cirrus Logic, Inc.","Technology","Semiconductors","18.89","19.31",2731800,"2.17503883997927"
"CISAU","CIS Acquisition Ltd.","Finance","Business Services","10.12","10.17",1500,"0.491642084562449"
"CSCO","Cisco Systems, Inc.","Technology","Computer Communications Equipment","20.38","20.92",44773400,"2.58126195028682"
"CTRN","Citi Trends, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","11.55","11.77",73600,"1.86915887850466"
"CZNC","Citizens & Northern Corp","Finance","Major Banks","18.51","19.36",41000,"4.39049586776858"
"CZWI","Citizens Community Bancorp, Inc.","Finance","Savings Institutions","6.99","7.13",30300,"1.96353436185133"
"CZFC","Citizens First Corporation","Finance","Major Banks","9.29","8.35",500,"-11.2574850299401"
"CIZN","Citizens Holding Company","Finance","Major Banks","19.26","19.5",3000,"1.23076923076922"
"CTXS","Citrix Systems, Inc.","Technology","Computer Software: Prepackaged Software","62.21","62.16",2123000,"-0.0804375804375868"
"CHCO","City Holding Company","Finance","Major Banks","37.1","38.18",78500,"2.82870612886328"
"CWEI","Clayton Williams Energy, Inc.","Energy","Oil & Gas Production",38,"38.6",75300,"1.55440414507773"
"CDTI","Clean Diesel Technologies, Inc.","Capital Goods","Pollution Control Equipment","2.04","2.07",24700,"1.44927536231884"
"CLNE","Clean Energy Fuels Corp.","Public Utilities","Natural Gas Distribution","12.68","13.19",1119000,"3.86656557998484"
"CLNT","Cleantech Solutions International, Inc.","Technology","Industrial Machinery/Components","3.3","3.35",31900,"1.49253731343284"
"CLFD","Clearfield, Inc.","Public Utilities","Telecommunications Equipment","7.22","7.03",52000,"-2.7027027027027"
"CLRO","ClearOne, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","8.9","9.31",38500,"4.40386680988185"
"CLIR","ClearSign Combustion Corporation","Capital Goods","Industrial Machinery/Components","9.18","9.01",58500,"-1.88679245283019"
"CLWR","Clearwire Corporation","Consumer Services","Telecommunications Equipment","3.31","3.36",2546000,"1.48809523809523"
"CBLI","Cleveland BioLabs, Inc.","Health Care","Biotechnology: Commercial Physical & Biological Resarch","1.67","1.78",306500,"6.17977528089888"
"CKSW","ClickSoftware Technologies Ltd.","Technology","Computer Software: Prepackaged Software","7.18","7.2",55900,"0.277777777777788"
"CSBK","Clifton Savings Bancorp, Inc.","Finance","Savings Institutions","11.8","12.01",43600,"1.74854288093255"
"CLVS","Clovis Oncology, Inc.","Consumer Durables","Major Pharmaceuticals",37,"37.42",222500,"1.12239444147515"
"CME","CME Group Inc.","Finance","Investment Bankers/Brokers/Service","60.13","60.86",1508600,"1.19947420308906"
"CCNE","CNB Financial Corporation","Finance","Major Banks","15.75","16.19",42000,"2.71772699197036"
"CISG","CNinsure Inc.","Finance","Specialty Insurers","6.31","6.32",53600,"0.158227848101278"
"COBZ","CoBiz Financial Inc.","Finance","Major Banks","8.35","8.56",182300,"2.4532710280374"
"COBR","Cobra Electronics Corporation","Technology","Radio And Television Broadcasting And Communications Equipment","3.1","3.3",16700,"6.06060606060606"
"COKE","Coca-Cola Bottling Co. Consolidated","Consumer Non-Durables","Beverages (Production/Distribution)","59.75","61.5",31800,"2.84552845528455"
"CDXS","Codexis, Inc.","Basic Industries","Major Chemicals","2.14","2.24",192600,"4.46428571428572"
"CVLY","Codorus Valley Bancorp, Inc","Finance","Savings Institutions","16.4","16.32",7300,"-0.490196078431371"
"JVA","Coffee Holding Co., Inc.","Consumer Non-Durables","Beverages (Production/Distribution)","6.7","6.78",22600,"1.17994100294986"
"CCOI","Cogent Communications Group, Inc.","Technology","Computer Software: Prepackaged Software","28.06","28.64",357400,"2.02513966480448"
"CGNX","Cognex Corporation","Capital Goods","Industrial Machinery/Components","38.6","39.7",336300,"2.77078085642317"
"CTSH","Cognizant Technology Solutions Corporation","Technology","EDP Services","63.49","64.8",2768400,"2.02160493827159"
"COGO","Cogo Group, Inc.","Capital Goods","Electrical Products","1.9","1.91",17000,"0.523560209424079"
"COHR","Coherent, Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments","54.85","55.93",173000,"1.93098516002145"
"COHU","Cohu, Inc.","Capital Goods","Electrical Products","9.15","9.57",118800,"4.38871473354232"
"CSTR","Coinstar, Inc.","Consumer Services","Other Consumer Services","51.48","52.81",1295800,"2.5184624124219"
"CWTR","Coldwater Creek, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","3.56","3.57",101100,"0.280112044817926"
"CCIX","Coleman Cable, Inc.","Basic Industries","Telecommunications Equipment","14.47",15,92200,"3.53333333333333"
"JACQU","COLLABRIUM JAPAN ACQUISITION CORPORATION","Finance","Business Services","10.16","10.2",6300,"0.392156862745086"
"CLRX","CollabRx, Inc.","Technology","Industrial Machinery/Components","3.17","3.06",1200,"-3.59477124183005"
"CLCT","Collectors Universe, Inc.","Misc","Business Services","11.65","11.91",42000,"2.18303946263644"
"COBK","Colonial Financial Services, Inc.","Finance","Savings Institutions","13.36","13.5",300,"1.03703703703704"
"CBAN","Colony Bankcorp, Inc.","Finance","Major Banks","6.51",6,700,"-8.5"
"COLB","Columbia Banking System, Inc.","Finance","Major Banks",21,"21.47",491000,"2.18910107126222"
"CBRX","Columbia Laboratories, Inc.","Consumer Durables","Major Pharmaceuticals","0.62","0.61",140800,"-1.63934426229508"
"COLM","Columbia Sportswear Company","Consumer Non-Durables","Apparel","58.06","58.6",154500,"0.92150170648464"
"CMCO","Columbus McKinnon Corporation","Capital Goods","Construction/Ag Equipment/Trucks","18.29","18.78",95500,"2.60915867944623"
"CBMX","CombiMatrix Corporation","Capital Goods","Biotechnology: Laboratory Analytical Instruments","3.47","3.4",652900,"-2.05882352941178"
"CMCSK","Comcast Corporation","Consumer Services","Television Services","39.78","39.29",1871100,"-1.24713667599898"
"CMCSA","Comcast Corporation","Consumer Services","Television Services","41.86","41.3",13410200,"-1.35593220338983"
"CBSH","Commerce Bancshares, Inc.","Finance","Major Banks","39.38","40.11",293400,"1.81999501371228"
"CVGI","Commercial Vehicle Group, Inc.","Capital Goods","Auto Parts:O.E.M.","6.9","7.01",139600,"1.56918687589157"
"CTCH","Commtouch Software Ltd.","Consumer Services","Telecommunications Equipment","2.91","2.99",51200,"2.67558528428093"
"JCS","Communications Systems, Inc.","Public Utilities","Telecommunications Equipment","9.7","9.82",1700,"1.22199592668025"
"CBIN","Community Bank Shares of Indiana, Inc.","Finance","Major Banks","15.88","15.6",15600,"-1.79487179487181"
"ESXB","Community Bankers Trust Corporation.","Finance","Major Banks","3.25","3.31",16600,"1.81268882175227"
"CPBC","Community Partners Bancorp","Finance","Major Banks","6.45","6.43",400,"-0.311041990668737"
"CTBI","Community Trust Bancorp, Inc.","Finance","Major Banks","33.52","34.62",69600,"3.17735413056035"
"CWBC","Community West Bancshares","Finance","Major Banks","4.75","4.79",3400,"0.835073068893533"
"CVLT","CommVault Systems, Inc.","Technology","Computer Software: Prepackaged Software","71.79","73.54",785400,"2.37965732934458"
"GSJK","Compressco Partners, L.P.","Energy","Oilfield Services/Equipment","22.69","23.98",16400,"5.37948290241868"
"CGEN","Compugen Ltd.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","5.92","5.99",113100,"1.16861435726211"
"CPSI","Computer Programs and Systems, Inc.","Technology","EDP Services","50.97","52.46",133400,"2.84025924513915"
"CTGX","Computer Task Group, Incorporated","Technology","EDP Services","20.27","20.52",122400,"1.21832358674464"
"CPWR","Compuware Corporation","Technology","Computer Software: Prepackaged Software","11.72",12,2117300,"2.33333333333333"
"SCOR","comScore, Inc.","Misc","Business Services","15.67","16.17",300700,"3.09214594928882"
"CHCI","Comstock Holding Companies, Inc.","Capital Goods","Homebuilding","2.76","2.83",428900,"2.47349823321555"
"CMTL","Comtech Telecommunications Corp.","Technology","Radio And Television Broadcasting And Communications Equipment","23.84","24.61",93000,"3.12880942706217"
"CNSI","Comverse Inc.","Misc","Business Services","26.81","26.53",548300,"-1.05540897097625"
"CPTS","Conceptus, Inc.","Health Care","Medical/Dental Instruments","30.95","31.01",2330800,"0.193485972267016"
"CNQR","Concur Technologies, Inc.","Technology","Computer Software: Prepackaged Software","74.47","73.11",1169200,"-1.8602106414991"
"CCUR","Concurrent Computer Corporation","Technology","Computer Manufacturing","7.15","7.04",109900,"-1.5625"
"CNMD","CONMED Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","30.91","31.33",177200,"1.34056814554739"
"CONN","Conn&#39;s, Inc.","Consumer Services","Consumer Electronics/Video Chains","41.96","43.31",695800,"3.11706303394136"
"CTWS","Connecticut Water Service, Inc.","Public Utilities","Water Supply","28.15","28.48",47600,"1.15870786516855"
"CNOB","ConnectOne Bancorp, Inc.","Finance","Major Banks","29.17",29,7300,"-0.586206896551733"
"CNSL","Consolidated Communications Holdings, Inc.","Public Utilities","Telecommunications Equipment","17.85","18.43",306000,"3.14704286489419"
"CWCO","Consolidated Water Co. Ltd.","Public Utilities","Water Supply","9.46","9.97",76900,"5.11534603811434"
"CTCT","Constant Contact, Inc.","Technology","Advertising","14.23","14.61",367000,"2.60095824777549"
"CPSS","Consumer Portfolio Services, Inc.","Finance","Finance: Consumer Services","8.85","9.22",137200,"4.01301518438179"
"CPRT","Copart, Inc.","Consumer Durables","Automotive Aftermarket","35.34","35.25",1132500,"-0.255319148936173"
"CORT","Corcept Therapeutics Incorporated","Consumer Durables","Major Pharmaceuticals","1.7","1.77",244400,"3.95480225988701"
"BVA","Cordia Bancorp Inc.","Finance","Asset management","5.09","5.02",100,"-1.39442231075697"
"CORE","Core-Mark Holding Company, Inc.","Consumer Non-Durables","Food Distributors","50.26","52.04",74600,"3.42044581091469"
"COCO","Corinthian Colleges, Inc.","Consumer Services","Other Consumer Services","1.93",2,1248200,"3.5"
"CSOD","Cornerstone OnDemand, Inc.","Technology","Computer Software: Prepackaged Software","36.15","36.28",553500,"0.358324145534739"
"CRTX","Cornerstone Therapeutics Inc.","Consumer Durables","Major Pharmaceuticals","8.2","8.38",93100,"2.14797136038188"
"CNDO","Coronado Biosciences, Inc.","Consumer Durables","Major Pharmaceuticals","10.71","11.25",452900,"4.79999999999999"
"CRVL","CorVel Corp.","Finance","Specialty Insurers","45.63","47.47",26300,"3.87613229408046"
"COSI","Cosi, Inc.","Consumer Services","Restaurants","0.7","0.69",84800,"-1.44927536231885"
"CSGP","CoStar Group, Inc.","Misc","Business Services","106.17","108.41",143800,"2.06623005257817"
"COST","Costco Wholesale Corporation","Consumer Services","Department/Specialty Retail Stores","108.22","108.43",1199400,"0.19367333763719"
"CPAH","CounterPath Corporation","Misc","Business Services","1.88","1.87",900,"-0.53475935828875"
"CRRC","Courier Corporation","Consumer Services","Publishing","13.6","14.4",91000,"5.55555555555556"
"CVTI","Covenant Transport Group, Inc.","Transport","Trucking Freight/Courier Services","5.41","5.44",3300,"0.551470588235303"
"COWN","Cowen Group, Inc.","Finance","Investment Bankers/Brokers/Service","2.49","2.56",502400,"2.73437499999999"
"CRAI","CRA International,Inc.","Misc","Other Consumer Services","18.2","18.44",63200,"1.30151843817788"
"CBRL","Cracker Barrel Old Country Store, Inc.","Consumer Services","Restaurants","82.01","82.74",185600,"0.882281846748845"
"BREW","Craft Brew Alliance, Inc.","Consumer Non-Durables","Beverages (Production/Distribution)","7.19","7.52",43800,"4.38829787234042"
"CRAY","Cray Inc","Technology","Computer Manufacturing","17.56","21.16",2400100,"17.0132325141777"
"CACC","Credit Acceptance Corporation","Finance","Finance: Consumer Services","97.9","100.33",90700,"2.42200737566032"
"GLDI","Credit Suisse Gold Shares Covered Calls ETN","Finance","Investment Bankers/Brokers/Service","17.47","17.69",8600,"1.24364047484455"
"CREE","Cree, Inc.","Technology","Semiconductors","54.26","56.57",2245100,"4.08343645041542"
"CRFN","Crescent Financial Bancshares, Inc.","Finance","Major Banks","4.18","4.13",126600,"-1.21065375302662"
"CRESY","Cresud S.A.C.I.F. y A.","Finance","Real Estate","8.54","8.78",85300,"2.73348519362187"
"CXPO","Crimson Exploration Inc.","Energy","Oil & Gas Production","3.15","3.07",851300,"-2.60586319218241"
"CROX","Crocs, Inc.","Consumer Non-Durables","Shoe Manufacturing","15.82","16.02",1242200,"1.24843945068663"
"ATX","Cross (A.T.) Company","Consumer Durables","Consumer Specialties","12.27","12.62",32600,"2.77337559429477"
"CCRN","Cross Country Healthcare, Inc.","Technology","Professional Services","4.84",5,264400,"3.2"
"CRDS","Crossroads Systems, Inc.","Technology","Computer peripheral equipment","2.36","2.36",51300,0
"XTXI","Crosstex Energy, Inc.","Energy","Oil Refining/Marketing","17.72","18.41",354200,"3.74796306355243"
"XTEX","Crosstex Energy, L.P.","Energy","Oil Refining/Marketing","17.91","18.09",276100,"0.995024875621886"
"CRWS","Crown Crafts, Inc.","Basic Industries","Textiles",6,"5.95",25900,"-0.840336134453779"
"CRWN","Crown Media Holdings, Inc.","Consumer Services","Television Services","2.02","2.05",203100,"1.46341463414633"
"CRMB","Crumbs Bake Shop, Inc.","Consumer Non-Durables","Food Chains","1.37","1.47",76200,"6.80272108843537"
"CSGS","CSG Systems International, Inc.","Technology","EDP Services","20.36","21.61",414000,"5.78435909301249"
"CSPI","CSP Inc.","Technology","EDP Services","5.56","5.56",11200,0
"CSRE","CSR plc","Technology","Semiconductors","30.85","30.57",15900,"-0.915930650965002"
"CTCM","CTC Media, Inc.","Consumer Services","Broadcasting","12.3","12.49",372000,"1.52121697357885"
"CTRP","Ctrip.com International, Ltd.","Misc","Business Services","21.77","21.98",729300,"0.955414012738853"
"CUNB","CU Bancorp (CA)","Finance","Major Banks","14.45",14,44100,"-3.2142857142857"
"CBST","Cubist Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","44.66","45.92",1390900,"2.7439024390244"
"CUI","CUI Global, Inc.","Consumer Services","Advertising","5.85","5.89",58600,"0.679117147707975"
"CPIX","Cumberland Pharmaceuticals Inc.","Consumer Durables","Major Pharmaceuticals","4.56","4.68",82500,"2.56410256410257"
"CMLS","Cumulus Media Inc.","Consumer Services","Broadcasting","3.18","3.19",308000,"0.313479623824442"
"CRIS","Curis, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","3.65","3.75",879000,"2.66666666666667"
"CUTR","Cutera, Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","10.9","11.11",42800,"1.89018901890188"
"CVBF","CVB Financial Corporation","Finance","Major Banks","10.49","10.87",669200,"3.49586016559337"
"CVV","CVD Equipment Corporation","Technology","Industrial Machinery/Components","10.26","10.39",18900,"1.25120307988451"
"CYAN","Cyanotech Corporation","Consumer Durables","Specialty Chemicals","4.5","4.38",11100,"-2.73972602739727"
"CYBX","Cyberonics, Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","43.04","43.42",475200,"0.875172731460161"
"CYBE","CyberOptics Corporation","Capital Goods","Electronic Components","5.46","5.6",7100,"2.49999999999999"
"CYCC","Cyclacel Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","4.48","4.61",131100,"2.81995661605206"
"CYMI","Cymer, Inc.","Technology","Industrial Machinery/Components","104.31","104.76",324200,"0.429553264604809"
"CYNO","Cynosure, Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","25.3","25.86",167800,"2.16550657385923"
"CY","Cypress Semiconductor Corporation","Technology","Semiconductors","9.92","10.09",2295900,"1.68483647175421"
"CONE","CyrusOne Inc","Consumer Services","Real Estate Investment Trusts","23.69","23.99",185600,"1.25052105043767"
"CYTK","Cytokinetics, Incorporated","Consumer Durables","Major Pharmaceuticals","1.23","1.28",784100,"3.90625"
"CYTX","Cytori Therapeutics Inc","Health Care","Medical/Dental Instruments","2.56","2.81",378700,"8.89679715302492"
"CYTR","CytRx Corporation","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","2.65","2.69",45100,"1.48698884758365"
"DAEG","Daegis Inc","Technology","Computer Software: Prepackaged Software","1.06","1.14",3400,"7.01754385964911"
"DJCO","Daily Journal Corp. (S.C.)","Consumer Services","Newspapers/Magazines","103.66","105.54",1700,"1.78131514117871"
"DAKT","Daktronics, Inc.","Consumer Durables","Misc manufacturing industries","9.63","9.99",177900,"3.6036036036036"
"DARA","DARA Biosciences, Inc.","Consumer Durables","Major Pharmaceuticals","0.78","0.78",287200,0
"DAIO","Data I/O Corporation","Capital Goods","Electrical Products","1.69","1.67",13300,"-1.19760479041917"
"DTLK","Datalink Corporation","Technology","EDP Services","10.73","11.19",152700,"4.11081322609472"
"DRAM","Dataram Corporation","Technology","Electronic Components","2.23","2.09",22000,"-6.69856459330145"
"DWCH","Datawatch Corporation","Technology","Computer Software: Prepackaged Software","12.49","12.6",8900,"0.87301587301587"
"DWSN","Dawson Geophysical Company","Energy","Oil & Gas Production","30.77","30.74",52700,"-0.0975927130774323"
"TRAK","Dealertrack Technologies, Inc.","Technology","EDP Services","28.04","27.85",370200,"-0.682226211849191"
"DECK","Deckers Outdoor Corporation","Consumer Non-Durables","Shoe Manufacturing","54.07","55.12",941300,"1.90493468795355"
"DHRM","Dehaier Medical Systems Limited","Health Care","Medical/Dental Instruments","1.9","1.9",28900,0
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","Consumer Services","Restaurants","17.17","16.91",160000,"-1.53755174452987"
"DCTH","Delcath Systems, Inc.","Health Care","Medical/Dental Instruments","0.76","0.83",6182000,"8.43373493975903"
"DLIA","dELIA*s Inc.","Consumer Services","Catalog/Specialty Distribution","0.68","0.66",24000,"-3.03030303030303"
"DELL","Dell Inc.","Technology","Computer Manufacturing","13.33","13.4",14783300,"0.522388059701495"
"DGAS","Delta Natural Gas Company, Inc.","Public Utilities","Oil & Gas Production","20.78","21.68",18100,"4.15129151291512"
"DNDN","Dendreon Corporation","Consumer Durables","Major Pharmaceuticals","4.61","4.71",2769900,"2.12314225053077"
"DENN","Denny&#39;s Corporation","Consumer Services","Restaurants","5.69","5.67",1521300,"-0.35273368606703"
"XRAY","DENTSPLY International Inc.","Health Care","Medical/Dental Instruments","41.82","42.35",656100,"1.25147579693035"
"DEPO","Depomed, Inc.","Consumer Durables","Major Pharmaceuticals","5.29","5.51",558700,"3.99274047186933"
"DSCI","Derma Sciences, Inc.","Health Care","Medical/Dental Instruments","11.7","12.09",76200,"3.22580645161291"
"DEST","Destination Maternity Corporation","Consumer Services","Clothing/Shoe/Accessory Stores","23.36","23.75",98000,"1.6421052631579"
"DXLG","Destination XL Group, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","4.69","4.98",180100,"5.82329317269076"
"DSWL","Deswell Industries, Inc.","Consumer Non-Durables","Plastic Products","2.65","2.65",14100,0
"DXCM","DexCom, Inc.","Health Care","Medical/Dental Instruments","16.9","16.41",1950700,"-2.98598415600242"
"DLLR","DFC Global Corp","Finance","Investment Bankers/Brokers/Service","13.32","13.5",523600,"1.33333333333333"
"DMND","Diamond Foods, Inc.","Consumer Non-Durables","Packaged Foods","14.72","15.08",243700,"2.38726790450928"
"DHIL","Diamond Hill Investment Group, Inc.","Finance","Investment Managers","72.5","75.49",11400,"3.96078950854417"
"FANG","Diamondback Energy, Inc.","Energy","Oil & Gas Production","26.44","26.26",347100,"-0.685453160700678"
"DCIX","Diana Containerships Inc.","Transport","Marine Transport","5.55","5.69",466300,"2.46045694200352"
"DGII","Digi International Inc.","Technology","Computer Communications Equipment","8.56","9.12",156000,"6.14035087719297"
"DMRC","Digimarc Corporation","Technology","EDP Services","20.6","21.94",29600,"6.10756608933455"
"DRAD","Digirad Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","2.53","2.56",18100,"1.17187500000001"
"DGLY","Digital Ally, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","6.2",6,18100,"-3.33333333333334"
"DCIN","Digital Cinema Destinations Corp.","Consumer Services","Movies/Entertainment","6.23","6.21",2900,"-0.32206119162641"
"DGIT","Digital Generation, Inc.","Misc","Business Services","6.35","6.7",590700,"5.22388059701493"
"DRIV","Digital River, Inc.","Technology","Retail: Computer Software & Peripheral Equipment","14.15","14.48",332100,"2.27900552486188"
"DCOM","Dime Community Bancshares, Inc.","Finance","Savings Institutions","13.91","14.27",290400,"2.52277505255781"
"DIOD","Diodes Incorporated","Technology","Semiconductors","19.5","20.26",322500,"3.751233958539"
"DTV","DIRECTV","Consumer Services","Telecommunications Equipment","56.65","56.56",2034500,"-0.159123055162658"
"DISCA","Discovery Communications, Inc.","Consumer Services","Television Services","78.14","78.82",1238200,"0.862725196650582"
"DISCK","Discovery Communications, Inc.","Consumer Services","Television Services","70.56","70.89",327100,"0.465509944985187"
"DSCO","Discovery Laboratories, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","1.68","1.69",463200,"0.591715976331364"
