"distance","duration","speed","lon","lat","endo_id"
0.015934948,6874,8.946357,12.5818339308105,55.6346431304005,267721882
0.036835097,13748,11.623157,12.5818832799833,55.634821096002,267721882
0.060474426,20622,14.200458,12.5820549279814,55.6350094080023,267721882
0.08892959,27496,13.743392,12.5822276719786,55.6352452760027,267721882
0.1092454,34370,10.828887,12.5823507624786,55.6354137225023,267721882
0.130591,41244,10.960218,12.5823995859817,55.6356028320007,267721882
0.1511077,48118,10.507129,12.582443856979,55.6357848755017,267721882
0.16950722,54992,9.996065,12.5825159219998,55.635944808,267721882
0.19042736,61866,10.8447075,12.5825804949829,55.6361288150007,267721882
0.21213673,68740,11.031081,12.582642529974,55.6363204150014,267721882
0.23229995,75614,10.531663,12.5827018329875,55.6364981965008,267721882
0.25311,82488,11.687769,12.5827549279921,55.6366822800003,267721882
0.27678737,89362,12.011001,12.5828119986535,55.6368901360015,267721882
0.29902527,96236,11.522537,12.5829385369934,55.6370763720004,267721882
0.31979015,103110,10.94041,12.5830217624755,55.6372565275021,267721882
0.3406761,109984,11.071341,12.5831188239708,55.637435584002,267721882
0.3625484,116858,11.310169,12.5831232959773,55.6376285950016,267721882
0.38298938,123732,10.591891,12.5832375059882,55.6377989700017,267721882
0.40268442,130606,10.372088,12.5833099844863,55.6379701045005,267721882
0.4226846,137480,10.701806,12.5833658799859,55.6381466300006,267721882
0.44405603,144354,12.063269,12.5834504279879,55.6383316820009,267721882
0.46889624,151228,13.440489,12.5835303499685,55.6385496120022,267721882
0.49490783,158102,12.825396,12.5836098773239,55.6387783660002,267721882
0.5162826,164976,10.974822,12.5836430031822,55.6389690816011,267721882
0.535464,171850,10.859731,12.5837080624732,55.6391372250017,267721882
0.5585257,178724,11.863553,12.5837596653167,55.6393418693342,267721882
0.58007133,185598,11.263114,12.5838449749694,55.6395289500024,267721882
0.60054106,192472,10.698223,12.5839596759789,55.6397004460028,267721882
0.6205005,199346,10.397601,12.5841047754733,55.6398596120042,267721882
0.64070755,206220,11.356808,12.5842321899609,55.6400253850034,267721882
0.66494083,213094,12.507355,12.5840892060272,55.6401930340201,267721882
0.6886595,219968,14.609714,12.5838048960018,55.6403161680003,267721882
0.72306526,226842,17.550516,12.5838300249956,55.6406234950002,267721882
0.75795084,233716,18.115305,12.5839221599917,55.6409319773336,267721882
0.7988963,240590,22.285759,12.5842411045508,55.6412270852278,267721882
0.8849959,254338,16.97826,12.5850474115543,55.64179738,267721882
0.902886,261212,9.58977,12.5850092240254,55.6419559760019,267721882
0.92617357,268086,12.100223,12.5848371135686,55.6421385855125,267721882
0.9480206,274960,11.149638,12.5847143200149,55.6423200000008,267721882
0.96585745,281834,9.300509,12.58469,55.6424788144,267721882
0.9832881,288708,9.402666,12.5847157169919,55.6426344080003,267721882
1.0041738,295582,10.725314,12.5847392684981,55.6428211915,267721882
1.0238966,302456,10.645271,12.5847288600061,55.6429980140001,267721882
1.044872,309330,10.821068,12.5846987000176,55.6431852300009,267721882
1.064947,316204,11.113993,12.5846868930038,55.643364401,267721882
1.0863669,323078,12.185848,12.5846857019983,55.6435564960001,267721882
1.1119094,329952,13.149619,12.5847762986538,55.6437790506671,267721882
1.1351444,336826,11.370554,12.5848133899631,55.6439842805036,267721882
1.1541511,343700,11.457958,12.5848761999921,55.6441504000002,267721882
1.1792436,350574,12.324053,12.5849491346391,55.6443713186688,267721882
